ccode1,ccode2,year,country1,country2
100,155,1925,Colombia,Chile
100,155,1935,Colombia,Chile
100,155,1940,Colombia,Chile
100,155,1950,Colombia,Chile
100,155,1955,Colombia,Chile
100,155,1960,Colombia,Chile
100,155,1965,Colombia,Chile
100,155,1970,Colombia,Chile
100,155,1975,Colombia,Chile
100,155,1980,Colombia,Chile
100,155,1985,Colombia,Chile
100,155,1990,Colombia,Chile
100,155,1995,Colombia,Chile
100,155,2000,Colombia,Chile
100,155,2005,Colombia,Chile
100,160,1884,Colombia,Argentina
100,160,1909,Colombia,Argentina
100,160,1914,Colombia,Argentina
100,160,1920,Colombia,Argentina
100,160,1925,Colombia,Argentina
100,160,1930,Colombia,Argentina
100,160,1935,Colombia,Argentina
100,160,1940,Colombia,Argentina
100,160,1950,Colombia,Argentina
100,160,1955,Colombia,Argentina
100,160,1960,Colombia,Argentina
100,160,1965,Colombia,Argentina
100,160,1970,Colombia,Argentina
100,160,1975,Colombia,Argentina
100,160,1980,Colombia,Argentina
100,160,1985,Colombia,Argentina
100,160,1990,Colombia,Argentina
100,160,1995,Colombia,Argentina
100,160,2000,Colombia,Argentina
100,160,2005,Colombia,Argentina
100,165,1884,Colombia,Uruguay
100,165,1909,Colombia,Uruguay
100,165,1914,Colombia,Uruguay
100,165,1920,Colombia,Uruguay
100,165,1925,Colombia,Uruguay
100,165,1930,Colombia,Uruguay
100,165,1935,Colombia,Uruguay
100,165,1940,Colombia,Uruguay
100,165,1950,Colombia,Uruguay
100,165,1955,Colombia,Uruguay
100,165,1960,Colombia,Uruguay
100,165,1965,Colombia,Uruguay
100,165,1970,Colombia,Uruguay
100,165,1975,Colombia,Uruguay
100,165,1980,Colombia,Uruguay
100,165,1985,Colombia,Uruguay
100,165,1990,Colombia,Uruguay
100,165,1995,Colombia,Uruguay
100,165,2000,Colombia,Uruguay
100,165,2005,Colombia,Uruguay
100,200,1836,Colombia,United Kingdom
100,200,1844,Colombia,United Kingdom
100,200,1849,Colombia,United Kingdom
100,200,1854,Colombia,United Kingdom
100,200,1859,Colombia,United Kingdom
100,200,1864,Colombia,United Kingdom
100,200,1869,Colombia,United Kingdom
100,200,1874,Colombia,United Kingdom
100,200,1879,Colombia,United Kingdom
100,200,1884,Colombia,United Kingdom
100,200,1889,Colombia,United Kingdom
100,200,1894,Colombia,United Kingdom
100,200,1899,Colombia,United Kingdom
100,200,1904,Colombia,United Kingdom
100,200,1909,Colombia,United Kingdom
100,200,1914,Colombia,United Kingdom
100,200,1920,Colombia,United Kingdom
100,200,1925,Colombia,United Kingdom
100,200,1930,Colombia,United Kingdom
100,200,1935,Colombia,United Kingdom
100,200,1940,Colombia,United Kingdom
100,200,1950,Colombia,United Kingdom
100,200,1955,Colombia,United Kingdom
100,200,1960,Colombia,United Kingdom
100,200,1965,Colombia,United Kingdom
100,200,1970,Colombia,United Kingdom
100,200,1975,Colombia,United Kingdom
100,200,1980,Colombia,United Kingdom
100,200,1985,Colombia,United Kingdom
100,200,1990,Colombia,United Kingdom
100,200,1995,Colombia,United Kingdom
100,200,2000,Colombia,United Kingdom
100,200,2005,Colombia,United Kingdom
100,205,1970,Colombia,Ireland
100,210,1869,Colombia,Netherlands
100,210,1874,Colombia,Netherlands
100,210,1879,Colombia,Netherlands
100,210,1909,Colombia,Netherlands
100,210,1914,Colombia,Netherlands
100,210,1920,Colombia,Netherlands
100,210,1925,Colombia,Netherlands
100,210,1930,Colombia,Netherlands
100,210,1935,Colombia,Netherlands
100,210,1940,Colombia,Netherlands
100,210,1950,Colombia,Netherlands
100,210,1955,Colombia,Netherlands
100,210,1960,Colombia,Netherlands
100,210,1965,Colombia,Netherlands
100,210,1970,Colombia,Netherlands
100,210,1975,Colombia,Netherlands
100,210,1980,Colombia,Netherlands
100,210,1985,Colombia,Netherlands
100,210,1990,Colombia,Netherlands
100,210,1995,Colombia,Netherlands
100,210,2000,Colombia,Netherlands
100,210,2005,Colombia,Netherlands
100,211,1879,Colombia,Belgium
100,211,1884,Colombia,Belgium
100,211,1894,Colombia,Belgium
100,211,1899,Colombia,Belgium
100,211,1904,Colombia,Belgium
100,211,1909,Colombia,Belgium
100,211,1914,Colombia,Belgium
100,211,1920,Colombia,Belgium
100,211,1925,Colombia,Belgium
100,211,1930,Colombia,Belgium
100,211,1935,Colombia,Belgium
100,211,1940,Colombia,Belgium
100,211,1950,Colombia,Belgium
100,211,1955,Colombia,Belgium
100,211,1960,Colombia,Belgium
100,211,1965,Colombia,Belgium
100,211,1970,Colombia,Belgium
100,211,1975,Colombia,Belgium
100,211,1980,Colombia,Belgium
100,211,1985,Colombia,Belgium
100,211,1990,Colombia,Belgium
100,211,1995,Colombia,Belgium
100,211,2000,Colombia,Belgium
100,211,2005,Colombia,Belgium
100,212,1980,Colombia,Luxembourg
100,220,1836,Colombia,France
100,220,1840,Colombia,France
100,220,1844,Colombia,France
100,220,1849,Colombia,France
100,220,1854,Colombia,France
100,220,1859,Colombia,France
100,220,1864,Colombia,France
100,220,1869,Colombia,France
100,220,1874,Colombia,France
100,220,1879,Colombia,France
100,220,1884,Colombia,France
100,220,1889,Colombia,France
100,220,1894,Colombia,France
100,220,1899,Colombia,France
100,220,1904,Colombia,France
100,220,1909,Colombia,France
100,220,1914,Colombia,France
100,220,1920,Colombia,France
100,220,1925,Colombia,France
100,220,1930,Colombia,France
100,220,1935,Colombia,France
100,220,1940,Colombia,France
100,220,1950,Colombia,France
100,220,1955,Colombia,France
100,220,1960,Colombia,France
100,220,1965,Colombia,France
100,220,1970,Colombia,France
100,220,1975,Colombia,France
100,220,1980,Colombia,France
100,220,1985,Colombia,France
100,220,1990,Colombia,France
100,220,1995,Colombia,France
100,220,2000,Colombia,France
100,220,2005,Colombia,France
100,225,1909,Colombia,Switzerland
100,225,1914,Colombia,Switzerland
100,225,1920,Colombia,Switzerland
100,225,1925,Colombia,Switzerland
100,225,1930,Colombia,Switzerland
100,225,1935,Colombia,Switzerland
100,225,1940,Colombia,Switzerland
100,225,1950,Colombia,Switzerland
100,225,1955,Colombia,Switzerland
100,225,1960,Colombia,Switzerland
100,225,1965,Colombia,Switzerland
100,225,1970,Colombia,Switzerland
100,225,1975,Colombia,Switzerland
100,225,1980,Colombia,Switzerland
100,225,1985,Colombia,Switzerland
100,225,1990,Colombia,Switzerland
100,225,1995,Colombia,Switzerland
100,225,2000,Colombia,Switzerland
100,225,2005,Colombia,Switzerland
100,230,1854,Colombia,Spain
100,230,1884,Colombia,Spain
100,230,1889,Colombia,Spain
100,230,1894,Colombia,Spain
100,230,1899,Colombia,Spain
100,230,1904,Colombia,Spain
100,230,1909,Colombia,Spain
100,230,1914,Colombia,Spain
100,230,1920,Colombia,Spain
100,230,1925,Colombia,Spain
100,230,1930,Colombia,Spain
100,230,1935,Colombia,Spain
100,230,1940,Colombia,Spain
100,230,1950,Colombia,Spain
100,230,1955,Colombia,Spain
100,230,1960,Colombia,Spain
100,230,1965,Colombia,Spain
100,230,1970,Colombia,Spain
100,230,1975,Colombia,Spain
100,230,1980,Colombia,Spain
100,230,1985,Colombia,Spain
100,230,1990,Colombia,Spain
100,230,1995,Colombia,Spain
100,230,2000,Colombia,Spain
100,230,2005,Colombia,Spain
100,235,1909,Colombia,Portugal
100,235,1914,Colombia,Portugal
100,235,1920,Colombia,Portugal
100,235,1935,Colombia,Portugal
100,235,1940,Colombia,Portugal
100,235,1950,Colombia,Portugal
100,235,1955,Colombia,Portugal
100,235,1960,Colombia,Portugal
100,235,1965,Colombia,Portugal
100,235,1970,Colombia,Portugal
100,235,1975,Colombia,Portugal
100,235,1980,Colombia,Portugal
100,235,1985,Colombia,Portugal
100,235,1990,Colombia,Portugal
100,235,1995,Colombia,Portugal
100,235,2000,Colombia,Portugal
100,235,2005,Colombia,Portugal
100,255,1854,Colombia,Germany
100,255,1859,Colombia,Germany
100,255,1864,Colombia,Germany
100,255,1874,Colombia,Germany
100,255,1879,Colombia,Germany
100,255,1884,Colombia,Germany
100,255,1889,Colombia,Germany
100,255,1894,Colombia,Germany
100,255,1899,Colombia,Germany
100,255,1904,Colombia,Germany
100,255,1909,Colombia,Germany
100,255,1914,Colombia,Germany
100,255,1920,Colombia,Germany
100,255,1925,Colombia,Germany
100,255,1930,Colombia,Germany
100,255,1935,Colombia,Germany
100,255,1940,Colombia,Germany
100,255,1990,Colombia,Germany
100,255,1995,Colombia,Germany
100,255,2000,Colombia,Germany
100,255,2005,Colombia,Germany
100,260,1955,Colombia,German Federal Republic
100,260,1960,Colombia,German Federal Republic
100,260,1965,Colombia,German Federal Republic
100,260,1970,Colombia,German Federal Republic
100,260,1975,Colombia,German Federal Republic
100,260,1980,Colombia,German Federal Republic
100,260,1985,Colombia,German Federal Republic
100,265,1975,Colombia,German Democratic Republic
100,265,1980,Colombia,German Democratic Republic
100,265,1985,Colombia,German Democratic Republic
100,290,1955,Colombia,Poland
100,290,1960,Colombia,Poland
100,290,1965,Colombia,Poland
100,290,1975,Colombia,Poland
100,290,1980,Colombia,Poland
100,290,1985,Colombia,Poland
100,290,1990,Colombia,Poland
100,290,1995,Colombia,Poland
100,290,2000,Colombia,Poland
100,290,2005,Colombia,Poland
100,300,1909,Colombia,Austria-Hungary
100,300,1914,Colombia,Austria-Hungary
100,305,1955,Colombia,Austria
100,305,1960,Colombia,Austria
100,305,1965,Colombia,Austria
100,305,1970,Colombia,Austria
100,305,1975,Colombia,Austria
100,305,1980,Colombia,Austria
100,305,1985,Colombia,Austria
100,305,1990,Colombia,Austria
100,305,1995,Colombia,Austria
100,305,2000,Colombia,Austria
100,305,2005,Colombia,Austria
100,310,1975,Colombia,Hungary
100,310,1980,Colombia,Hungary
100,310,1985,Colombia,Hungary
100,310,1990,Colombia,Hungary
100,310,1995,Colombia,Hungary
100,310,2000,Colombia,Hungary
100,310,2005,Colombia,Hungary
100,315,1950,Colombia,Czechoslovakia
100,315,1970,Colombia,Czechoslovakia
100,315,1975,Colombia,Czechoslovakia
100,315,1980,Colombia,Czechoslovakia
100,315,1985,Colombia,Czechoslovakia
100,315,1990,Colombia,Czechoslovakia
100,316,1995,Colombia,Czech Republic
100,316,2000,Colombia,Czech Republic
100,316,2005,Colombia,Czech Republic
100,325,1854,Colombia,Italy
100,325,1884,Colombia,Italy
100,325,1889,Colombia,Italy
100,325,1894,Colombia,Italy
100,325,1899,Colombia,Italy
100,325,1909,Colombia,Italy
100,325,1914,Colombia,Italy
100,325,1920,Colombia,Italy
100,325,1925,Colombia,Italy
100,325,1930,Colombia,Italy
100,325,1935,Colombia,Italy
100,325,1940,Colombia,Italy
100,325,1950,Colombia,Italy
100,325,1955,Colombia,Italy
100,325,1960,Colombia,Italy
100,325,1965,Colombia,Italy
100,325,1970,Colombia,Italy
100,325,1975,Colombia,Italy
100,325,1980,Colombia,Italy
100,325,1985,Colombia,Italy
100,325,1990,Colombia,Italy
100,325,1995,Colombia,Italy
100,325,2000,Colombia,Italy
100,325,2005,Colombia,Italy
100,327,1840,Colombia,Papal States
100,327,1854,Colombia,Papal States
100,338,1975,Colombia,Malta
100,338,1980,Colombia,Malta
100,339,1980,Colombia,Albania
100,345,1970,Colombia,Yugoslavia
100,345,1975,Colombia,Yugoslavia
100,345,1980,Colombia,Yugoslavia
100,345,1985,Colombia,Yugoslavia
100,345,1990,Colombia,Yugoslavia
100,345,1995,Colombia,Yugoslavia
100,345,2000,Colombia,Yugoslavia
100,346,2000,Colombia,Bosnia and Herzegovina
100,350,1975,Colombia,Greece
100,350,1980,Colombia,Greece
100,350,2005,Colombia,Greece
100,352,1975,Colombia,Cyprus
100,352,1980,Colombia,Cyprus
100,355,1975,Colombia,Bulgaria
100,355,1980,Colombia,Bulgaria
100,355,1985,Colombia,Bulgaria
100,355,1990,Colombia,Bulgaria
100,355,1995,Colombia,Bulgaria
100,355,2000,Colombia,Bulgaria
100,360,1975,Colombia,Romania
100,360,1980,Colombia,Romania
100,360,1985,Colombia,Romania
100,360,1990,Colombia,Romania
100,360,1995,Colombia,Romania
100,360,2000,Colombia,Romania
100,360,2005,Colombia,Romania
100,365,1899,Colombia,Russia
100,365,1950,Colombia,Russia
100,365,1970,Colombia,Russia
100,365,1975,Colombia,Russia
100,365,1980,Colombia,Russia
100,365,1985,Colombia,Russia
100,365,1990,Colombia,Russia
100,365,1995,Colombia,Russia
100,365,2000,Colombia,Russia
100,365,2005,Colombia,Russia
100,375,1960,Colombia,Finland
100,375,1965,Colombia,Finland
100,375,1975,Colombia,Finland
100,375,1980,Colombia,Finland
100,375,1985,Colombia,Finland
100,375,1990,Colombia,Finland
100,375,1995,Colombia,Finland
100,375,2000,Colombia,Finland
100,375,2005,Colombia,Finland
100,380,1935,Colombia,Sweden
100,380,1940,Colombia,Sweden
100,380,1950,Colombia,Sweden
100,380,1955,Colombia,Sweden
100,380,1960,Colombia,Sweden
100,380,1965,Colombia,Sweden
100,380,1970,Colombia,Sweden
100,380,1975,Colombia,Sweden
100,380,1980,Colombia,Sweden
100,380,1985,Colombia,Sweden
100,380,1990,Colombia,Sweden
100,380,1995,Colombia,Sweden
100,380,2000,Colombia,Sweden
100,380,2005,Colombia,Sweden
100,385,1940,Colombia,Norway
100,385,1955,Colombia,Norway
100,385,1960,Colombia,Norway
100,385,1965,Colombia,Norway
100,385,1970,Colombia,Norway
100,385,1975,Colombia,Norway
100,385,1980,Colombia,Norway
100,385,1985,Colombia,Norway
100,385,1990,Colombia,Norway
100,385,2005,Colombia,Norway
100,390,1920,Colombia,Denmark
100,390,1935,Colombia,Denmark
100,390,1940,Colombia,Denmark
100,390,1950,Colombia,Denmark
100,390,1955,Colombia,Denmark
100,390,1960,Colombia,Denmark
100,390,1965,Colombia,Denmark
100,390,1970,Colombia,Denmark
100,390,1975,Colombia,Denmark
100,390,1980,Colombia,Denmark
100,390,1985,Colombia,Denmark
100,390,1990,Colombia,Denmark
100,390,1995,Colombia,Denmark
100,390,2000,Colombia,Denmark
100,437,1975,Colombia,Ivory Coast
100,437,1980,Colombia,Ivory Coast
100,437,1985,Colombia,Ivory Coast
100,437,1990,Colombia,Ivory Coast
100,437,1995,Colombia,Ivory Coast
100,437,2000,Colombia,Ivory Coast
100,437,2005,Colombia,Ivory Coast
100,475,1985,Colombia,Nigeria
100,475,1990,Colombia,Nigeria
100,475,1995,Colombia,Nigeria
100,475,2000,Colombia,Nigeria
100,501,1975,Colombia,Kenya
100,501,1980,Colombia,Kenya
100,501,1985,Colombia,Kenya
100,501,1990,Colombia,Kenya
100,501,1995,Colombia,Kenya
100,501,2000,Colombia,Kenya
100,501,2005,Colombia,Kenya
100,530,1970,Colombia,Ethiopia
100,530,1975,Colombia,Ethiopia
100,560,2000,Colombia,South Africa
100,560,2005,Colombia,South Africa
100,600,1990,Colombia,Morocco
100,600,1995,Colombia,Morocco
100,600,2000,Colombia,Morocco
100,600,2005,Colombia,Morocco
100,615,2005,Colombia,Algeria
100,630,1980,Colombia,Iran
100,630,1985,Colombia,Iran
100,630,1990,Colombia,Iran
100,630,1995,Colombia,Iran
100,630,2000,Colombia,Iran
100,630,2005,Colombia,Iran
100,640,1975,Colombia,Turkey
100,640,1980,Colombia,Turkey
100,651,1960,Colombia,Egypt
100,651,1965,Colombia,Egypt
100,651,1970,Colombia,Egypt
100,651,1975,Colombia,Egypt
100,651,1980,Colombia,Egypt
100,651,1985,Colombia,Egypt
100,651,1990,Colombia,Egypt
100,651,1995,Colombia,Egypt
100,651,2000,Colombia,Egypt
100,651,2005,Colombia,Egypt
100,652,1975,Colombia,Syria
100,652,1980,Colombia,Syria
100,660,1950,Colombia,Lebanon
100,660,1955,Colombia,Lebanon
100,660,1960,Colombia,Lebanon
100,660,1965,Colombia,Lebanon
100,660,1970,Colombia,Lebanon
100,660,1975,Colombia,Lebanon
100,660,1980,Colombia,Lebanon
100,660,1985,Colombia,Lebanon
100,660,1990,Colombia,Lebanon
100,660,1995,Colombia,Lebanon
100,660,2000,Colombia,Lebanon
100,660,2005,Colombia,Lebanon
100,666,1960,Colombia,Israel
100,666,1965,Colombia,Israel
100,666,1970,Colombia,Israel
100,666,1975,Colombia,Israel
100,666,1980,Colombia,Israel
100,666,1985,Colombia,Israel
100,666,1990,Colombia,Israel
100,666,1995,Colombia,Israel
100,666,2000,Colombia,Israel
100,666,2005,Colombia,Israel
100,690,1975,Colombia,Kuwait
100,710,1980,Colombia,China
100,710,1985,Colombia,China
100,710,1990,Colombia,China
100,710,1995,Colombia,China
100,710,2000,Colombia,China
100,710,2005,Colombia,China
100,713,1950,Colombia,Taiwan
100,713,1970,Colombia,Taiwan
100,713,1975,Colombia,Taiwan
100,731,2000,Colombia,North Korea
100,731,2005,Colombia,North Korea
100,732,1965,Colombia,South Korea
100,732,1970,Colombia,South Korea
100,732,1975,Colombia,South Korea
100,732,1980,Colombia,South Korea
100,732,1985,Colombia,South Korea
100,732,1990,Colombia,South Korea
100,732,1995,Colombia,South Korea
100,732,2000,Colombia,South Korea
100,732,2005,Colombia,South Korea
100,740,1935,Colombia,Japan
100,740,1940,Colombia,Japan
100,740,1955,Colombia,Japan
100,740,1960,Colombia,Japan
100,740,1965,Colombia,Japan
100,740,1970,Colombia,Japan
100,740,1975,Colombia,Japan
100,740,1980,Colombia,Japan
100,740,1985,Colombia,Japan
100,740,1990,Colombia,Japan
100,740,1995,Colombia,Japan
100,740,2000,Colombia,Japan
100,740,2005,Colombia,Japan
100,750,1965,Colombia,India
100,750,1970,Colombia,India
100,750,1975,Colombia,India
100,750,1980,Colombia,India
100,750,1985,Colombia,India
100,750,1990,Colombia,India
100,750,1995,Colombia,India
100,750,2000,Colombia,India
100,750,2005,Colombia,India
100,770,1975,Colombia,Pakistan
100,770,1980,Colombia,Pakistan
100,816,1985,Colombia,Vietnam
100,820,2005,Colombia,Malaysia
100,840,1975,Colombia,Philippines
100,840,1980,Colombia,Philippines
100,840,1985,Colombia,Philippines
100,840,1990,Colombia,Philippines
100,840,1995,Colombia,Philippines
100,840,2000,Colombia,Philippines
100,840,2005,Colombia,Philippines
100,850,1995,Colombia,Indonesia
100,850,2000,Colombia,Indonesia
100,850,2005,Colombia,Indonesia
100,900,1990,Colombia,Australia
100,900,1995,Colombia,Australia
100,900,2000,Colombia,Australia
100,900,2005,Colombia,Australia
100,920,1980,Colombia,New Zealand
100,920,1995,Colombia,New Zealand
101,2,1844,Venezuela,United States of America
101,2,1849,Venezuela,United States of America
101,2,1854,Venezuela,United States of America
101,2,1859,Venezuela,United States of America
101,2,1864,Venezuela,United States of America
101,2,1869,Venezuela,United States of America
101,2,1874,Venezuela,United States of America
101,2,1879,Venezuela,United States of America
101,2,1884,Venezuela,United States of America
101,2,1889,Venezuela,United States of America
101,2,1894,Venezuela,United States of America
101,2,1899,Venezuela,United States of America
101,2,1904,Venezuela,United States of America
101,2,1909,Venezuela,United States of America
101,2,1914,Venezuela,United States of America
101,2,1920,Venezuela,United States of America
101,2,1925,Venezuela,United States of America
101,2,1930,Venezuela,United States of America
101,2,1935,Venezuela,United States of America
101,2,1940,Venezuela,United States of America
101,2,1950,Venezuela,United States of America
101,2,1955,Venezuela,United States of America
101,2,1960,Venezuela,United States of America
101,2,1965,Venezuela,United States of America
101,2,1970,Venezuela,United States of America
101,2,1975,Venezuela,United States of America
101,2,1980,Venezuela,United States of America
101,2,1985,Venezuela,United States of America
101,2,1990,Venezuela,United States of America
101,2,1995,Venezuela,United States of America
101,2,2000,Venezuela,United States of America
101,2,2005,Venezuela,United States of America
101,20,1955,Venezuela,Canada
101,20,1960,Venezuela,Canada
101,20,1965,Venezuela,Canada
101,20,1970,Venezuela,Canada
101,20,1975,Venezuela,Canada
101,20,1980,Venezuela,Canada
101,20,1985,Venezuela,Canada
101,20,1990,Venezuela,Canada
101,20,1995,Venezuela,Canada
101,20,2000,Venezuela,Canada
101,20,2005,Venezuela,Canada
101,31,1980,Venezuela,Bahamas
101,40,1935,Venezuela,Cuba
101,40,1940,Venezuela,Cuba
101,40,1950,Venezuela,Cuba
101,40,1955,Venezuela,Cuba
101,40,1960,Venezuela,Cuba
101,40,1975,Venezuela,Cuba
101,40,1980,Venezuela,Cuba
101,40,1985,Venezuela,Cuba
101,40,1990,Venezuela,Cuba
101,40,1995,Venezuela,Cuba
101,40,2000,Venezuela,Cuba
101,40,2005,Venezuela,Cuba
101,41,1940,Venezuela,Haiti
101,41,1950,Venezuela,Haiti
101,41,1955,Venezuela,Haiti
101,41,1960,Venezuela,Haiti
101,41,1965,Venezuela,Haiti
101,41,1975,Venezuela,Haiti
101,41,1980,Venezuela,Haiti
101,41,1985,Venezuela,Haiti
101,41,1990,Venezuela,Haiti
101,41,1995,Venezuela,Haiti
101,41,2000,Venezuela,Haiti
101,41,2005,Venezuela,Haiti
101,42,1904,Venezuela,Dominican Republic
101,42,1930,Venezuela,Dominican Republic
101,42,1935,Venezuela,Dominican Republic
101,42,1940,Venezuela,Dominican Republic
101,42,1950,Venezuela,Dominican Republic
101,42,1955,Venezuela,Dominican Republic
101,42,1960,Venezuela,Dominican Republic
101,42,1970,Venezuela,Dominican Republic
101,42,1975,Venezuela,Dominican Republic
101,42,1980,Venezuela,Dominican Republic
101,42,1985,Venezuela,Dominican Republic
101,42,1990,Venezuela,Dominican Republic
101,42,1995,Venezuela,Dominican Republic
101,42,2000,Venezuela,Dominican Republic
101,42,2005,Venezuela,Dominican Republic
101,51,1970,Venezuela,Jamaica
101,51,1975,Venezuela,Jamaica
101,51,1980,Venezuela,Jamaica
101,51,1985,Venezuela,Jamaica
101,51,1990,Venezuela,Jamaica
101,51,1995,Venezuela,Jamaica
101,51,2000,Venezuela,Jamaica
101,51,2005,Venezuela,Jamaica
101,52,1965,Venezuela,Trinidad and Tobago
101,52,1970,Venezuela,Trinidad and Tobago
101,52,1975,Venezuela,Trinidad and Tobago
101,52,1980,Venezuela,Trinidad and Tobago
101,52,1985,Venezuela,Trinidad and Tobago
101,52,1990,Venezuela,Trinidad and Tobago
101,52,1995,Venezuela,Trinidad and Tobago
101,52,2000,Venezuela,Trinidad and Tobago
101,52,2005,Venezuela,Trinidad and Tobago
101,53,1975,Venezuela,Barbados
101,53,1980,Venezuela,Barbados
101,53,1985,Venezuela,Barbados
101,53,1990,Venezuela,Barbados
101,53,1995,Venezuela,Barbados
101,53,2000,Venezuela,Barbados
101,53,2005,Venezuela,Barbados
101,54,1990,Venezuela,Dominica
101,54,1995,Venezuela,Dominica
101,54,2000,Venezuela,Dominica
101,54,2005,Venezuela,Dominica
101,55,1980,Venezuela,Grenada
101,55,1985,Venezuela,Grenada
101,55,1990,Venezuela,Grenada
101,55,1995,Venezuela,Grenada
101,55,2000,Venezuela,Grenada
101,55,2005,Venezuela,Grenada
101,56,1985,Venezuela,Saint Lucia
101,56,1990,Venezuela,Saint Lucia
101,56,1995,Venezuela,Saint Lucia
101,56,2000,Venezuela,Saint Lucia
101,56,2005,Venezuela,Saint Lucia
101,57,1990,Venezuela,Saint Vincent and the Grenadines
101,57,1995,Venezuela,Saint Vincent and the Grenadines
101,57,2000,Venezuela,Saint Vincent and the Grenadines
101,57,2005,Venezuela,Saint Vincent and the Grenadines
101,58,1990,Venezuela,Antigua and Barbuda
101,58,1995,Venezuela,Antigua and Barbuda
101,58,2000,Venezuela,Antigua and Barbuda
101,58,2005,Venezuela,Antigua and Barbuda
101,60,1990,Venezuela,Saint Kitts and Nevis
101,60,1995,Venezuela,Saint Kitts and Nevis
101,60,2000,Venezuela,Saint Kitts and Nevis
101,60,2005,Venezuela,Saint Kitts and Nevis
101,70,1854,Venezuela,Mexico
101,70,1859,Venezuela,Mexico
101,70,1864,Venezuela,Mexico
101,70,1894,Venezuela,Mexico
101,70,1920,Venezuela,Mexico
101,70,1930,Venezuela,Mexico
101,70,1935,Venezuela,Mexico
101,70,1940,Venezuela,Mexico
101,70,1950,Venezuela,Mexico
101,70,1955,Venezuela,Mexico
101,70,1960,Venezuela,Mexico
101,70,1965,Venezuela,Mexico
101,70,1970,Venezuela,Mexico
101,70,1975,Venezuela,Mexico
101,70,1980,Venezuela,Mexico
101,70,1985,Venezuela,Mexico
101,70,1990,Venezuela,Mexico
101,70,1995,Venezuela,Mexico
101,70,2000,Venezuela,Mexico
101,70,2005,Venezuela,Mexico
101,80,1990,Venezuela,Belize
101,80,1995,Venezuela,Belize
101,80,2000,Venezuela,Belize
101,80,2005,Venezuela,Belize
101,90,1930,Venezuela,Guatemala
101,90,1940,Venezuela,Guatemala
101,90,1950,Venezuela,Guatemala
101,90,1955,Venezuela,Guatemala
101,90,1960,Venezuela,Guatemala
101,90,1965,Venezuela,Guatemala
101,90,1970,Venezuela,Guatemala
101,90,1975,Venezuela,Guatemala
101,90,1980,Venezuela,Guatemala
101,90,1985,Venezuela,Guatemala
101,90,1990,Venezuela,Guatemala
101,90,1995,Venezuela,Guatemala
101,90,2000,Venezuela,Guatemala
101,90,2005,Venezuela,Guatemala
101,91,1950,Venezuela,Honduras
101,91,1955,Venezuela,Honduras
101,91,1960,Venezuela,Honduras
101,91,1965,Venezuela,Honduras
101,91,1970,Venezuela,Honduras
101,91,1975,Venezuela,Honduras
101,91,1980,Venezuela,Honduras
101,91,1985,Venezuela,Honduras
101,91,1990,Venezuela,Honduras
101,91,1995,Venezuela,Honduras
101,91,2000,Venezuela,Honduras
101,91,2005,Venezuela,Honduras
101,92,1889,Venezuela,El Salvador
101,92,1894,Venezuela,El Salvador
101,92,1940,Venezuela,El Salvador
101,92,1950,Venezuela,El Salvador
101,92,1955,Venezuela,El Salvador
101,92,1960,Venezuela,El Salvador
101,92,1965,Venezuela,El Salvador
101,92,1970,Venezuela,El Salvador
101,92,1975,Venezuela,El Salvador
101,92,1980,Venezuela,El Salvador
101,92,1985,Venezuela,El Salvador
101,92,1990,Venezuela,El Salvador
101,92,1995,Venezuela,El Salvador
101,92,2000,Venezuela,El Salvador
101,92,2005,Venezuela,El Salvador
101,93,1909,Venezuela,Nicaragua
101,93,1914,Venezuela,Nicaragua
101,93,1940,Venezuela,Nicaragua
101,93,1950,Venezuela,Nicaragua
101,93,1955,Venezuela,Nicaragua
101,93,1960,Venezuela,Nicaragua
101,93,1965,Venezuela,Nicaragua
101,93,1970,Venezuela,Nicaragua
101,93,1975,Venezuela,Nicaragua
101,93,1980,Venezuela,Nicaragua
101,93,1985,Venezuela,Nicaragua
101,93,1990,Venezuela,Nicaragua
101,93,1995,Venezuela,Nicaragua
101,93,2000,Venezuela,Nicaragua
101,93,2005,Venezuela,Nicaragua
101,94,1940,Venezuela,Costa Rica
101,94,1955,Venezuela,Costa Rica
101,94,1960,Venezuela,Costa Rica
101,94,1965,Venezuela,Costa Rica
101,94,1970,Venezuela,Costa Rica
101,94,1975,Venezuela,Costa Rica
101,94,1980,Venezuela,Costa Rica
101,94,1985,Venezuela,Costa Rica
101,94,1990,Venezuela,Costa Rica
101,94,1995,Venezuela,Costa Rica
101,94,2000,Venezuela,Costa Rica
101,94,2005,Venezuela,Costa Rica
101,95,1930,Venezuela,Panama
101,95,1935,Venezuela,Panama
101,95,1940,Venezuela,Panama
101,95,1950,Venezuela,Panama
101,95,1955,Venezuela,Panama
101,95,1960,Venezuela,Panama
101,95,1965,Venezuela,Panama
101,95,1975,Venezuela,Panama
101,95,1980,Venezuela,Panama
101,95,1985,Venezuela,Panama
101,95,1990,Venezuela,Panama
101,95,1995,Venezuela,Panama
101,95,2000,Venezuela,Panama
101,95,2005,Venezuela,Panama
101,100,1874,Venezuela,Colombia
101,100,1884,Venezuela,Colombia
101,100,1889,Venezuela,Colombia
101,100,1894,Venezuela,Colombia
101,100,1899,Venezuela,Colombia
101,100,1904,Venezuela,Colombia
101,100,1914,Venezuela,Colombia
101,100,1920,Venezuela,Colombia
